"instagram_id", "max_posts", "follower", "numMonth", "numWeek", "recent_post_date"
tegami.tokei,12,194,0,0,20180729
cafe_ma_no,12,1771,12,12,20180906
necca.handwork,12,79,11,2,20180901
macrame_temps,12,160,0,0,20180719
tenmastraps,12,3487,0,0,20180625
NA,12,57729,7,3,20180905
tenryurakuichi,12,334,6,3,20180906
seadia_jp,12,128,0,0,20180602
tentcoffee_kobe_minatogawa,12,529,12,7,20180906
tent_factory,12,336,0,0,20171020
ekahi.candle,12,694,0,0,20180805
irodori_baby,12,147,3,0,20180823
teruko_notebooks,12,113,1,0,20180812
sara_terunuma,12,1561,0,0,20180804
kanahiiii,12,103,12,4,20180906
tetote_sha,12,545,3,1,20180901
takeuchi_tetsuya,12,428,1,1,20180905
misato.t_y,12,171,12,3,20180906
seafeary,12,221,12,5,20180905
thank_yuyu,12,111,1,0,20180818
the_cask110215,12,105,0,0,20171201
thedollsjapan,12,83,0,0,20180418
the_fanon,12,1529,10,2,20180905
thekeystonejp,12,169,0,0,20180726
the_manray,12,816,12,0,20180828
themilkshop_official,12,1848,10,4,20180906
themoderncoffee_saginuma,12,469,1,1,20180905
theo_haze,12,8142,2,0,20180815
thepark1976,12,338,12,4,20180902
theporkshop,12,350,12,6,20180905
thiapily,12,359,12,5,20180906
thingara_one,12,31,0,0,20170620
thir_riht,12,196,4,0,20180819
three_angles,12,955,2,1,20180904
threecoffeebrewers,12,854,12,6,20180904
threelog,12,717,12,3,20180902
throbs_jp,12,242,10,2,20180901
throwback__2000,12,236,3,0,20180824
POMAYOSHIDA,12,102,0,0,20180711
tiare_koubou_akiko,12,18,5,1,20180901
tickled.pink_shop,12,142,12,4,20180905
rurallife_clothing,12,255,4,1,20180905
tinyMbeauty,12,673,0,0,20180710
tinystarmari,12,62,1,0,20180815
tipipaoshop,12,136,12,1,20180904
tita_rico,12,234,5,2,20180905
mitsukachaen,12,353,2,1,20180831
titimoo2007,12,295,4,0,20180828
tiyokoillust,12,615,12,2,20180903
oldclothingluna,12,605,0,0,20180708
bungoutshirts,7,21,1,0,20180828
graile_accessoryshop,3,4,0,0,20180711
ToantreRi,12,1828,12,3,20180904
sma_outlet,12,12,0,0,20171008
tobineko_0,12,5917,12,5,20180905
tocohana_ceramics,12,1149,5,0,20180830
todokoro1766,12,111,0,0,20180804
toffee_wed,12,229,0,0,20180729
marumekko_,12,2208,6,2,20180905
keipleasure28,12,1195,0,0,20180713
tokmak,0,12,0,0,19700101
tokyo_yasai.company,12,83,0,0,20170824
artist_tomoya,12,846,12,4,20180905
NA,12,57728,7,3,20180905
tonatona0243,12,64,0,0,20171114
tone.accessory,12,117,4,2,20180831
toneinverse,12,251,1,0,20180826
tonga.ri,12,159,4,0,20180819
tonic1092,12,74,0,0,20180731
top.notchi,12,1094,0,0,20171013
to_reno_su,12,777,12,5,20180905
torimiityuu2929,12,2484,2,1,20180902
torinoth__,12,135,12,3,20180905
torokko_h,12,419,8,4,20180906
tosakuro_rail,12,687,9,2,20180904
ashinaka,12,363,0,0,20180406
totoya_totokan,12,421,7,0,20180828
totsugekiyofukuten,12,2090,12,12,20180905
towatype,12,990,12,3,20180901
ketchap_official,12,276,0,0,20180616
toyshead,12,4149,12,12,20180905
t.plus1,12,1077,9,2,20180904
tradgron,12,64,0,0,20180628
travelers_treasure,12,941,12,3,20180905
kosudaitsuko,12,1134,12,12,20180905
tresor_a,12,485,5,1,20180831
tricco_accessory,12,226,0,0,20180803
tricoter_official_jp,12,66,12,6,20180905
trivet.hokkaido,12,2132,6,1,20180906
troissirop,12,487,12,3,20180905
troldhaugen_,12,18194,12,10,20180905
tropical.party,12,766,1,0,20180821
tropicana_stellarduo,12,1309,12,5,20180905
tsbrand_jp,12,183,8,1,20180905
tentsaunaparty,12,898,12,2,20180901
sanaetsubaki,12,133,3,1,20180901
harajuku_minmin,12,3994,12,2,20180903
tsuboikenzai,12,217,2,1,20180903
tsubotatsuno,12,187,0,0,20180716
utashiro_tsuyoshi,12,5562,12,9,20180906
tsukuriyayun,12,175,7,1,20180901
omosannn,12,985,12,9,20180906
ttoo_aroma,12,656,12,6,20180905
twee_twee_twee,12,37,0,0,20180201
twelveone.121,0,80,0,0,19700101
twins_official,12,13,0,0,20130120
twins.japan,12,147,1,0,20180826
u100labo,12,43,0,0,20180602
ublukcy,12,106,0,0,20180421
uchinoco_shop,12,180,2,0,20180820
urban.concept.store_official,12,2965,12,6,20180904
uematsu_nail,12,180,6,2,20180901
_chouchou._,12,15355,12,4,20180905
uggaust1974,12,53,4,4,20180905
r3.aoii,12,1016,12,5,20180905
ukikichocolate,12,190,2,0,20180829
ukikistore,12,93,11,3,20180904
ukitt_,12,248,1,0,20180828
ultra_mint_company,12,158,3,3,20180905
umland.jp,12,717,4,0,20180823
_____umu,12,223,2,0,20180819
_un1840_,12,100,0,0,20180710
under_myspell,12,43,3,1,20180901
unerobeme,12,1843,10,1,20180902
saki_in_korea,12,338,12,3,20180903
unidots_official,12,780,10,7,20180904
__u_nil,12,60,4,1,20180906
maosaito060210,12,394,10,4,20180905
uni_share,12,693,0,0,20180704
unit_kyoto,12,565,10,1,20180903
united_santa,12,1976,0,0,20180723
unithe_jp,12,306,8,2,20180903
un_jour_artworks,12,147,11,2,20180903
unomori9,12,1025,11,1,20180905
unpeu_rebond,12,320,12,0,20180829
unplugtokyo,12,185,12,3,20180902
jazcrafts,12,101,0,0,20180118
unripe_tokyo,12,3012,10,1,20180830
uo.genta,12,336,7,1,20180830
u_uecology,12,259,8,3,20180905
uranaiharuka_fukusimanohaha,12,355,12,5,20180906
ek_0101,12,447,12,3,20180906
urban__safari,12,804,2,1,20180905
jenny_jeongha3377,12,561,1,0,20180830
urushi610,12,805,12,8,20180905
usamiphoto16g,12,47,5,0,20180824
bright_kagoshima,12,1685,12,12,20180902
NA,12,57728,7,3,20180905
utik13,12,64,0,0,20180710
amagi_kohzanyoh,12,62,0,0,20170626
uyax_asaoka,12,3006,12,12,20180906
12345_vanillaandspice,12,1046,0,0,20180728
vanillachair_kouenji,12,434,10,3,20180905
vanilla.lea,12,1342,0,0,20180711
varm.style,12,121,1,0,20180808
re_miy216,12,487,12,6,20180904
vectorbrand,12,1761,12,2,20180906
masumi.washo,12,1616,12,3,20180906
papurika_vegan,12,1212,9,0,20180819
veganmeat_fakemeat,10,1251,3,0,20180822
veicar_official,12,515,3,0,20180809
verde_official,12,1141,0,0,20180728
veriteco,12,4343,12,8,20180905
vermillon.t,12,679,12,6,20180906
tarui_yusuke,12,622,12,12,20180906
VIAHIJAU,12,965,12,4,20180905
viewn_news,12,94,0,0,20180707
vingt_trois.ai,12,6063,12,3,20180905
__viodure__,12,225,12,0,20180822
violka_aizome,12,302,10,3,20180904
vipstyle_car_magazine,12,3338,10,5,20180906
carte_blanche_int,12,395,5,1,20180904
volume0864,12,118,6,0,20180823
vomit.love,12,4315,8,5,20180905
voul_kagoshima,12,1567,12,1,20180904
voyage.for.lala,12,29,0,0,20180214
ladyvrich11,12,142,12,12,20180906
route09_jp,12,600,5,2,20180901
wagamamaya_yogini,4,87,0,0,20171022
wajiya_kanazawa,12,196,3,1,20180830
wakarana_i2,12,29802,6,0,20180824
wakka_works,12,151,0,0,20171009
waldorf_collection,12,194,0,0,20180805
wambitious,12,105,10,4,20180904
NA,12,57728,7,3,20180905
wan_lavi,12,488,0,0,20180630
modeofdetail.wardrobes,12,705,1,1,20180901
warmly_m,12,1771,0,0,20180624
wasabicraft,12,107,12,7,20180905
watanabestasocialclub,12,758,12,12,20180906
watashinonegaigoto123,12,440,4,2,20180904
watashi__official,12,226,1,0,20180806
tundraeskimo,11,57,0,0,20170709
wayadagane_nori,12,297,12,7,20180905
Wayuu_love,12,1066,0,0,20180522
wdctokyo,12,5277,11,3,20180906
wehilaniii,12,644,12,9,20180902
w_flat,12,929,12,9,20180906
whaanau_official,12,158,0,0,20180705
whimsi_tokyo,12,89,0,0,20180731
whoopie_roux,12,345,12,7,20180906
wifeandlifejp,12,434,0,0,20180801
wig_sorazora,12,106,6,1,20180906
willfun_yokohama,12,152,6,2,20180906
wineandweekend,12,144,12,12,20180906
acha.usagi,12,687,12,4,20180905
kawazaikerwr,12,279,2,2,20180905
win_toyshop,12,922,12,7,20180906
winstoncraftworks,12,276,12,3,20180903
withtoken,12,78,0,0,20180503
kohura,12,651,4,0,20180827
wns45,12,628,12,9,20180906
woodbird2013,12,320,3,2,20180905
woodypalace_co.ltd_japan,12,13,1,1,20180902
wooh_rabbit,12,71,12,1,20180906
workbenchcoffee,12,2412,12,7,20180906
workingclassheroe,12,243,0,0,20180714
zizania_worldbeauty,12,1620,0,0,20180723
worldmark.2500,12,57,1,1,20180831
worldcollezione,12,228,9,2,20180906
wrendale_japan,12,74,12,12,20180906
wrongstatehc,12,272,1,0,20180819
wsgfactory,12,132,12,3,20180903
wtpmjgda0175,12,704,12,4,20180905
wts1987,12,45052,12,12,20180906
w.wa.w,12,137,5,2,20180905
worth_wear_works,12,2371,12,6,20180904
kihadasalon,12,220,1,1,20180902
xxmicrocosmxx,12,255,3,0,20180827
airi0818,12,400,5,1,20180831
xyzjewelry_life,12,895,7,0,20180828
dailyplus_,12,80,6,0,20180824
yabujo,9,59,0,0,20180620
yagitee_info,12,55,12,7,20180904
taruya_potatoes_sweet,12,68,0,0,20180423
yakuzenshi,12,131,5,1,20180902
yamadaseisakusyo,12,257,7,1,20180905
yamaji4131,2,39,1,0,20180813
yamamotodadada,12,519,12,5,20180904
NA,12,57728,7,3,20180905
yamaoto_bicycle,12,319,0,0,20180715
yamareco,12,87,10,0,20180829
yasco_ten,12,1721,12,8,20180905
yattoco.handmade,12,711,12,12,20180906
yuchin_y.c.n,12,527,6,2,20180903
yellowbrowny.africa,12,431,1,0,20180819
iuarrows,12,57,0,0,20180719
yglabo_yuki,12,1900,12,6,20180906
y_kis.precios6,0,708,0,0,19700101
yamanishifarm,11,138,0,0,20180611
no_yodarekake_no_smile,12,20,0,0,20171113
yodel1188,12,1793,12,2,20180903
ohmoriyohei,12,642,12,4,20180905
yohoya38ec,12,162,1,0,20180819
oruchans,12,155,0,0,20180612
yokoyure,12,530,6,4,20180904
yesterdayoncemore.jp,12,717,1,0,20180813
yonzy8080,12,814,12,5,20180906
heights_yokoyamafuji,12,1091,12,2,20180905
truckyosakoi,12,992,12,1,20180831
yoshiblessed,12,172,0,0,20180709
mizuho_yoshida,12,190,9,2,20180905
yoshimiwithsp,12,222,9,1,20180906
yoshikawamochi,12,148,0,0,20180805
yoshinon_base,12,169,0,0,20180607
yosshi007,12,2483,12,4,20180902
youtaro16,12,1776,4,1,20180903
masash1k1mura,0,127,0,0,19700101
ginnekoya,12,234,12,5,20180904
ys445yoshikoyoshida,12,707,0,0,20180514
in_all_acc,12,89,6,0,20180825
y_store_,12,519,12,10,20180904
yubinin10000,12,146,9,4,20180905
yuca.0x0,12,431,4,0,20180828
yucake11,12,1384,12,12,20180906
patisserie_yuinohana,12,185,2,0,20180824
odeyu86,12,11126,12,3,20180906
yuki.ceo,12,996,8,1,20180905
snow_shoveling,12,2605,12,5,20180906
yukiyukimushroom,12,1464,12,12,20180906
yknhrn,12,462,3,3,20180902
yukiii25,12,1,0,0,20120524
yulans_crop,12,367,12,6,20180905
yullippe,12,1063,12,10,20180905
yumedeaetara25,12,291,5,1,20180904
yumiha_tote,12,149,1,1,20180902
yumimpo,12,1339,10,3,20180903
y_robinson_jp,12,99,0,0,20171113
salonyururi,12,266,11,3,20180902
yuzen_jewelry.suiu,12,74,2,0,20180814
yworldjapan,12,150,0,0,20180123
zafuca,12,91,3,0,20180830
cocoa_zakka,12,317,0,0,20180803
zakkaya.coco,12,18,1,0,20180820
zapateo_mariacrema,12,161,3,1,20180905
zawadama,12,551,0,0,20180712
zaziquo.store,12,688,0,0,20180517
zeleive_official,12,539,10,4,20180904
